name,room_numbers,address,price,usable_area,gross_floor_area,url
ONE EIGHTY,High Floor・2 Rooms,Sai Wan Ho,"18,400",332ft²,N/A,https://hk.centanet.com/findproperty/en/detail/ONE-EIGHTY_ZAM932?theme=rent
MOUNT BEACON・TOWER 5,Low Floor・FLAT D・3 Rooms・(1 Suite),Lung Ping,"45,000",833ft²,"1,137ft²",https://hk.centanet.com/findproperty/en/detail/MOUNT-BEACON-TOWER-5_MBA177?theme=rent
Cheung Wo Court・Wo Yuet House (Block B),Middle Floor・FLAT 8・3 Rooms,Kwun Tong,"17,500",568ft²,N/A,https://hk.centanet.com/findproperty/en/detail/Cheung-Wo-Court-Wo-Yuet-House-(Block-B)_UCA384?theme=rent
THE HOLBORN・TOWER B,FLAT B6・1 Room,Sai Wan Ho,"21,000",255ft²,N/A,https://hk.centanet.com/findproperty/en/detail/THE-HOLBORN-TOWER-B_ZAN385?theme=rent
GRAND YOHO・Phase 1・TOWER 1,2 Rooms,Yuen Long Station,"18,300",507ft²,N/A,https://hk.centanet.com/findproperty/en/detail/GRAND-YOHO-Phase-1-TOWER-1_CVW341?theme=rent
YIK FAT BUILDING,High Floor・FLAT D・Studio,Yuen Long Town Centre,"9,500",252ft²,358ft²,https://hk.centanet.com/findproperty/en/detail/YIK-FAT-BUILDING_CQJ993?theme=rent
Greenfields・Block 1,High Floor・FLAT F・2 Rooms,Yuen Long Town Centre,"13,000",446ft²,602ft²,https://hk.centanet.com/findproperty/en/detail/Greenfields-Block-1_COP760?theme=rent
WETLAND SEASONS PARK,Middle Floor・FLAT B3・1 Room,Tin Shui Wai,"13,000",367ft²,N/A,https://hk.centanet.com/findproperty/en/detail/WETLAND-SEASONS-PARK_CXM973?theme=rent
THE MEDITERRANEAN・TOWER 1,Low Floor・3 Rooms,Tai Mong Tsai,"32,000",881ft²,N/A,https://hk.centanet.com/findproperty/en/detail/THE-MEDITERRANEAN-TOWER-1_MTE261?theme=rent
Yoho Town・Phase 1・Block 6,High Floor・FLAT F・2 Rooms,Yuen Long Station,"14,500",411ft²,550ft²,https://hk.centanet.com/findproperty/en/detail/Yoho-Town-Phase-1-Block-6_CPJ254?theme=rent
THE SPECTRA・TOWER 1,Low Floor・FLAT G・2 Rooms,Long Ping,"15,000",482ft²,N/A,https://hk.centanet.com/findproperty/en/detail/THE-SPECTRA-TOWER-1_CVV450?theme=rent
PING YAN COURT,FLAT 21・2 Rooms,Tin Shui Wai,"12,000",376ft²,N/A,https://hk.centanet.com/findproperty/en/detail/PING-YAN-COURT_CXK103?theme=rent
LOHAS PARK・PHASE 2C LA SPLENDEUR・TOWER 10,Low Floor・FLAT LB・3 Rooms・(1 Suite),Lohas Park,"20,000",680ft²,N/A,https://hk.centanet.com/findproperty/en/detail/LOHAS-PARK-PHASE-2C-LA-SPLENDEUR-TOWER-10_SZR765?theme=rent
Riva,Middle Floor・FLAT A・3 Rooms・(1 Suite),Kam Tin,"21,000",774ft²,966ft²,https://hk.centanet.com/findproperty/en/detail/Riva_CVE425?theme=rent
OPULENCE HEIGHT,Middle Floor・FLAT D・2 Rooms,Yuen Long Town Centre,"11,800",431ft²,629ft²,https://hk.centanet.com/findproperty/en/detail/OPULENCE-HEIGHT_CQJ808?theme=rent
Park Mediterranean,Middle Floor・3 Rooms,Sai Kung Town Centre,"28,000",851ft²,N/A,https://hk.centanet.com/findproperty/en/detail/Park-Mediterranean_MTE366?theme=rent
THE GRAND PANORAMA・BLOCK 3,Low Floor・FLAT C・3 Rooms・(1 Suite),Mid-Levels West,"42,000",967ft²,"1,251ft²",https://hk.centanet.com/findproperty/en/detail/THE-GRAND-PANORAMA-BLOCK-3_LAU732?theme=rent
Yoho Town・PHASE 2 YOHO MIDTOWN・Block M1,Low Floor・FLAT B・2 Rooms,Yuen Long Station,"15,000",475ft²,621ft²,https://hk.centanet.com/findproperty/en/detail/Yoho-Town-PHASE-2-YOHO-MIDTOWN-Block-M1_CQS607?theme=rent
SERENITY PARK・Phase 1・BLOCK 12,Low Floor・FLAT C・1 Room,Tai Po Town Centre,"11,800",355ft²,480ft²,https://hk.centanet.com/findproperty/en/detail/SERENITY-PARK-Phase-1-BLOCK-12_AMD205?theme=rent
LE PONT・TOWER 6B,Low Floor・FLAT A・2 Rooms,So Kwun Wat,"13,000",518ft²,N/A,https://hk.centanet.com/findproperty/en/detail/LE-PONT-TOWER-6B_CDY088?theme=rent
Healey Building,Low Floor・FLAT B・2 Rooms,Yuen Long Town Centre,"9,500",271ft²,323ft²,https://hk.centanet.com/findproperty/en/detail/Healey-Building_COT875?theme=rent
The Spectra・Tower 1,High Floor・FLAT G・2 Rooms,Long Ping,"15,500",482ft²,N/A,https://hk.centanet.com/findproperty/en/detail/The-Spectra-Tower-1_CVV478?theme=rent
Park Yoho,Middle Floor・FLAT B・2 Rooms,Kam Tin,"14,500",497ft²,N/A,https://hk.centanet.com/findproperty/en/detail/Park-Yoho_CVV962?theme=rent
Twin Regency・Tower 1,Low Floor・FLAT K・2 Rooms,Long Ping,"14,000",485ft²,N/A,https://hk.centanet.com/findproperty/en/detail/Twin-Regency-Tower-1_CVU608?theme=rent
T PLUS,High Floor・FLAT 29・Studio,Tuen Mun San Hui,"8,500",178ft²,N/A,https://hk.centanet.com/findproperty/en/detail/T-PLUS_CZC831?theme=rent
One Regent Place・Tower 1,Middle Floor・FLAT E,Yuen Long Station,"22,000",858ft²,"1,111ft²",https://hk.centanet.com/findproperty/en/detail/One-Regent-Place-Tower-1_CQV660?theme=rent
CENTURY GATEWAY・Phase 2・TOWER 6,Middle Floor・2 Rooms,Tuen Mun Town Centre,"16,000",510ft²,N/A,https://hk.centanet.com/findproperty/en/detail/CENTURY-GATEWAY-Phase-2-TOWER-6_CWJ781?theme=rent
SOUTH WAVE COURT・BLOCK 3,3 Rooms,Deep Bay,"20,000",589ft²,716ft²,https://hk.centanet.com/findproperty/en/detail/SOUTH-WAVE-COURT-BLOCK-3_TIH031?theme=rent
MAIDEN COURT・BLOCK B,High Floor・FLAT 4・3 Rooms,North Point Mid-Levels,"30,000",713ft²,872ft²,https://hk.centanet.com/findproperty/en/detail/MAIDEN-COURT-BLOCK-B_DMC925?theme=rent
HONG LAI GARDEN・BLOCK 1,High Floor・FLAT H・2 Rooms,Tuen Mun Town Centre,"12,000",362ft²,469ft²,https://hk.centanet.com/findproperty/en/detail/HONG-LAI-GARDEN-BLOCK-1_CGU310?theme=rent
SHUN FUNG BUILDING,Middle Floor・FLAT G・2 Rooms,Yuen Long Town Centre,"12,000",381ft²,483ft²,https://hk.centanet.com/findproperty/en/detail/SHUN-FUNG-BUILDING_COE571?theme=rent
YAT NGA COURT,High Floor・FLAT 5・2 Rooms,Tai Po Town Centre,"12,500",376ft²,500ft²,https://hk.centanet.com/findproperty/en/detail/YAT-NGA-COURT_AMP309?theme=rent
YIK FAT BUILDING,High Floor・FLAT A・1 Room,Yuen Long Town Centre,"9,900",253ft²,334ft²,https://hk.centanet.com/findproperty/en/detail/YIK-FAT-BUILDING_COB357?theme=rent
YUCCIE SQUARE・TOWER 2,Low Floor・FLAT J・2 Rooms,Long Ping,"15,000",423ft²,N/A,https://hk.centanet.com/findproperty/en/detail/YUCCIE-SQUARE-TOWER-2_CVS744?theme=rent
HONG KONG GARDEN・Phase 3・BLOCK 27,Low Floor・FLAT A・3 Rooms・(1 Suite),Tsing Lung Tau,"28,800","1,379ft²","1,883ft²",https://hk.centanet.com/findproperty/en/detail/HONG-KONG-GARDEN-Phase-3-BLOCK-27_CDI067?theme=rent
The Reach・Tower 11,FLAT G・3 Rooms,Yuen Long Southeast,"18,000",659ft²,899ft²,https://hk.centanet.com/findproperty/en/detail/The-Reach-Tower-11_CVA700?theme=rent
Homantin Hillside・Tower 2,Low Floor・FLAT B・1 Room,Hung Hom,"19,000",369ft²,N/A,https://hk.centanet.com/findproperty/en/detail/Homantin-Hillside-Tower-2_SHU920?theme=rent
BELLA VISTA,1 Room,Mid-Levels West,"22,000",383ft²,581ft²,https://hk.centanet.com/findproperty/en/detail/BELLA-VISTA_LAW956?theme=rent
SERENO VERDE・PHASE 5 REACH SUMMIT・TOWER 2,Middle Floor・FLAT F・1 Room・(1 Suite),Yuen Long Southeast,"11,000",270ft²,N/A,https://hk.centanet.com/findproperty/en/detail/SERENO-VERDE-PHASE-5-REACH-SUMMIT-TOWER-2_GAD745?theme=rent
Riva・Helorus Boulevard Tower 5,Middle Floor・FLAT C・4 Rooms,Kam Tin,"22,000",877ft²,"1,120ft²",https://hk.centanet.com/findproperty/en/detail/Riva-Helorus-Boulevard-Tower-5_CVE787?theme=rent
VISTA PARADISO・Phase 2・TOWER 5,Low Floor・FLAT C・2 Rooms,Ma On Shan,"18,600",490ft²,608ft²,https://hk.centanet.com/findproperty/en/detail/VISTA-PARADISO-Phase-2-TOWER-5_EEX533?theme=rent
PROSPER CENTRE,High Floor・FLAT B・2 Rooms,Yuen Long Town Centre,"11,800",339ft²,461ft²,https://hk.centanet.com/findproperty/en/detail/PROSPER-CENTRE_COZ548?theme=rent
Sun Yuen Long Centre・Block 2,Middle Floor・FLAT H・3 Rooms,Yuen Long Station,"16,000",639ft²,783ft²,https://hk.centanet.com/findproperty/en/detail/Sun-Yuen-Long-Centre-Block-2_CON131?theme=rent
NO. 8 ROYAL GREEN,2 Rooms,Fanling,"14,000",468ft²,625ft²,https://hk.centanet.com/findproperty/en/detail/NO--8-ROYAL-GREEN_EPW391?theme=rent
MANRICH COURT,1 Room,Wan Chai,"23,000",397ft²,542ft²,https://hk.centanet.com/findproperty/en/detail/MANRICH-COURT_TCS055?theme=rent
THE PARCVILLE・TOWER 10,Middle Floor・FLAT F・2 Rooms,Yuen Long Station,"14,000",509ft²,673ft²,https://hk.centanet.com/findproperty/en/detail/THE-PARCVILLE-TOWER-10_CPB157?theme=rent
THE RISE,Middle Floor・FLAT LE・2 Rooms,Tai Wo Hau,"17,000",516ft²,N/A,https://hk.centanet.com/findproperty/en/detail/THE-RISE_CYB224?theme=rent
AQUA BLUE・BLOCK 7,Low Floor・FLAT C・3 Rooms・(1 Suite),Siu Lam,"34,800","1,230ft²","1,648ft²",https://hk.centanet.com/findproperty/en/detail/AQUA-BLUE-BLOCK-7_CCC947?theme=rent
LEI KING WAN・Sites A・BLOCK 4 KWUN FUNG MANSION,High Floor・FLAT B・3 Rooms,Sai Wan Ho,"29,000",677ft²,767ft²,https://hk.centanet.com/findproperty/en/detail/LEI-KING-WAN-Sites-A-BLOCK-4-KWUN-FUNG-MANSION_DIY919?theme=rent
NEWTOWN MANSION,3 Rooms,Causeway Bay,"36,000",860ft²,"1,100ft²",https://hk.centanet.com/findproperty/en/detail/NEWTOWN-MANSION_TCI016?theme=rent
Park Signature・TOWER 9,High Floor・FLAT J・Studio,Shap Pat Heung,"10,500",301ft²,N/A,https://hk.centanet.com/findproperty/en/detail/Park-Signature-TOWER-9_CVP592?theme=rent
Residence Bel-Air・Phase 1・Tower 1,Low Floor・FLAT A・2 Rooms,Residence Bel-air,"43,000",844ft²,"1,016ft²",https://hk.centanet.com/findproperty/en/detail/Residence-Bel-Air-Phase-1-Tower-1_TJE696?theme=rent
THE GRANDIOSE・BLOCK 2,2 Rooms,Tseung Kwan O,"19,000",516ft²,683ft²,https://hk.centanet.com/findproperty/en/detail/THE-GRANDIOSE-BLOCK-2_SDJ895?theme=rent
HUNG HOM BAY CENTRE・HUNG KING COURT (BLOCK F),High Floor・FLAT 1・2 Rooms,Hung Hom,"17,000",411ft²,500ft²,https://hk.centanet.com/findproperty/en/detail/HUNG-HOM-BAY-CENTRE-HUNG-KING-COURT-(BLOCK-F)_SGW326?theme=rent
GRAND YOHO・GRAND YOHO・TOWER 3,Middle Floor・FLAT G・2 Rooms,Yuen Long Station,"18,000",535ft²,N/A,https://hk.centanet.com/findproperty/en/detail/GRAND-YOHO-GRAND-YOHO-TOWER-3_CVX547?theme=rent
TAI PO PLAZA・YEE FAI COURT (BLOCK 2),2 Rooms,Tai Po Town Centre,"13,500",377ft²,452ft²,https://hk.centanet.com/findproperty/en/detail/TAI-PO-PLAZA-YEE-FAI-COURT-(BLOCK-2)_ANA081?theme=rent
POKFULAM GARDENS・BLOCK 5,Low Floor・FLAT F・2 Rooms,Pok Fu Lam,"18,000",456ft²,526ft²,https://hk.centanet.com/findproperty/en/detail/POKFULAM-GARDENS-BLOCK-5_TIG380?theme=rent
Park Yoho・Phase 2A Park Yoho Genova・Tower 15B,Middle Floor・FLAT A・3 Rooms・(1 Suite),Kam Tin,"26,800",925ft²,N/A,https://hk.centanet.com/findproperty/en/detail/Park-Yoho-Phase-2A-Park-Yoho-Genova-Tower-15B_CVY695?theme=rent
Riva・Enna Boulevard Tower 7,Low Floor・FLAT A・3 Rooms,Kam Tin,"25,000",735ft²,918ft²,https://hk.centanet.com/findproperty/en/detail/Riva-Enna-Boulevard-Tower-7_CVE521?theme=rent
Shun Fung Building,High Floor・FLAT H・3 Rooms,Yuen Long Town Centre,"15,000",544ft²,701ft²,https://hk.centanet.com/findproperty/en/detail/Shun-Fung-Building_CQB111?theme=rent
Sun Yuen Long Centre・Block 2,Low Floor・FLAT A・2 Rooms,Yuen Long Station,"13,800",485ft²,599ft²,https://hk.centanet.com/findproperty/en/detail/Sun-Yuen-Long-Centre-Block-2_CPC245?theme=rent
Sun Yuen Long Centre・Block 4,High Floor・FLAT E・3 Rooms,Yuen Long Station,"18,600",639ft²,783ft²,https://hk.centanet.com/findproperty/en/detail/Sun-Yuen-Long-Centre-Block-4_CPB634?theme=rent
Grand Yoho・Phase 2・Tower 5,Middle Floor・FLAT F・3 Rooms,Yuen Long Station,"20,000",632ft²,N/A,https://hk.centanet.com/findproperty/en/detail/Grand-Yoho-Phase-2-Tower-5_CVX813?theme=rent
PO HING COURT,Middle Floor・FLAT A・Studio,Sheung Wan,"18,000",301ft²,392ft²,https://hk.centanet.com/findproperty/en/detail/PO-HING-COURT_LCI746?theme=rent
HOP YICK CENTRE,2 Rooms,Yuen Long Town Centre,"10,000",346ft²,420ft²,https://hk.centanet.com/findproperty/en/detail/HOP-YICK-CENTRE_CQJ396?theme=rent
THE ZENITH・PHASE 1・TOWER 2,3 Rooms・(1 Suite),Wan Chai,"33,000",650ft²,879ft²,https://hk.centanet.com/findproperty/en/detail/THE-ZENITH-PHASE-1-TOWER-2_TDU024?theme=rent
NAM TIN BUILDING,High Floor・FLAT C・2 Rooms,North Point,"25,000",510ft²,N/A,https://hk.centanet.com/findproperty/en/detail/NAM-TIN-BUILDING_DPI882?theme=rent
THE HEMISPHERES,1 Room,Tin Hau,"20,000",283ft²,N/A,https://hk.centanet.com/findproperty/en/detail/THE-HEMISPHERES_DNK448?theme=rent
GRAND TOWER・BLOCK B,High Floor・FLAT B・2 Rooms,Fanling,"10,000",293ft²,472ft²,https://hk.centanet.com/findproperty/en/detail/GRAND-TOWER-BLOCK-B_EOG380?theme=rent
Park Signature・TOWER 1,High Floor・FLAT A・3 Rooms・(1 Suite),Shap Pat Heung,"24,000",954ft²,N/A,https://hk.centanet.com/findproperty/en/detail/Park-Signature-TOWER-1_CVQ190?theme=rent
MOUNT REGENCY・Phase 1・TOWER 1B,Middle Floor・FLAT E・2 Rooms,Tuen Mun San Hui,"13,800",435ft²,N/A,https://hk.centanet.com/findproperty/en/detail/MOUNT-REGENCY-Phase-1-TOWER-1B_CZD834?theme=rent
GREEN CODE・TOWER 1,2 Rooms,Fanling,"14,000",468ft²,630ft²,https://hk.centanet.com/findproperty/en/detail/GREEN-CODE-TOWER-1_EUB831?theme=rent
Sheung Shui Centre・Block 5,Low Floor・FLAT B・2 Rooms,Sheung Shui,"12,000",350ft²,455ft²,https://hk.centanet.com/findproperty/en/detail/Sheung-Shui-Centre-Block-5_EOM587?theme=rent
Tsui Fung Building,High Floor・FLAT C・2 Rooms,Wong Tai Sin,"12,000",318ft²,N/A,https://hk.centanet.com/findproperty/en/detail/Tsui-Fung-Building_SKO582?theme=rent
PARK YOHO,Studio,Kam Tin,"10,000",254ft²,N/A,https://hk.centanet.com/findproperty/en/detail/PARK-YOHO_GAA625?theme=rent
LAGUNA VERDE・Phase 3 Costa Del Sol・TOWER 15A,Middle Floor・FLAT C・3 Rooms,Laguna,"43,000","1,104ft²",N/A,https://hk.centanet.com/findproperty/en/detail/LAGUNA-VERDE-Phase-3-Costa-Del-Sol-TOWER-15A_SGT893?theme=rent
KAM WAH GARDEN,High Floor・FLAT 1・2 Rooms,Tuen Mun Town Centre,"12,800",353ft²,483ft²,https://hk.centanet.com/findproperty/en/detail/KAM-WAH-GARDEN_CIR154?theme=rent
LOHAS PARK・PHASE 6 LP6・TOWER 3,High Floor・FLAT G・1 Room,Lohas Park,"16,000",378ft²,N/A,https://hk.centanet.com/findproperty/en/detail/LOHAS-PARK-PHASE-6-LP6-TOWER-3_UHH483?theme=rent
YUEN SAN BUILDING (YUEN SUN MA,1 Room,Yuen Long Town Centre,"10,000",300ft²,N/A,https://hk.centanet.com/findproperty/en/detail/YUEN-SAN-BUILDING-(YUEN-SUN-MA_CQI242?theme=rent
TAI PO PLAZA・YEE FAI COURT (BLOCK 2),2 Rooms,Tai Po Town Centre,"13,500",377ft²,452ft²,https://hk.centanet.com/findproperty/en/detail/TAI-PO-PLAZA-YEE-FAI-COURT-(BLOCK-2)_ANA081?theme=rent
POKFULAM GARDENS・BLOCK 5,Low Floor・FLAT F・2 Rooms,Pok Fu Lam,"18,000",456ft²,526ft²,https://hk.centanet.com/findproperty/en/detail/POKFULAM-GARDENS-BLOCK-5_TIG380?theme=rent
Park Yoho・Phase 2A Park Yoho Genova・Tower 15B,Middle Floor・FLAT A・3 Rooms・(1 Suite),Kam Tin,"26,800",925ft²,N/A,https://hk.centanet.com/findproperty/en/detail/Park-Yoho-Phase-2A-Park-Yoho-Genova-Tower-15B_CVY695?theme=rent
Riva・Enna Boulevard Tower 7,Low Floor・FLAT A・3 Rooms,Kam Tin,"25,000",735ft²,918ft²,https://hk.centanet.com/findproperty/en/detail/Riva-Enna-Boulevard-Tower-7_CVE521?theme=rent
Shun Fung Building,High Floor・FLAT H・3 Rooms,Yuen Long Town Centre,"15,000",544ft²,701ft²,https://hk.centanet.com/findproperty/en/detail/Shun-Fung-Building_CQB111?theme=rent
Sun Yuen Long Centre・Block 2,Low Floor・FLAT A・2 Rooms,Yuen Long Station,"13,800",485ft²,599ft²,https://hk.centanet.com/findproperty/en/detail/Sun-Yuen-Long-Centre-Block-2_CPC245?theme=rent
Sun Yuen Long Centre・Block 4,High Floor・FLAT E・3 Rooms,Yuen Long Station,"18,600",639ft²,783ft²,https://hk.centanet.com/findproperty/en/detail/Sun-Yuen-Long-Centre-Block-4_CPB634?theme=rent
Grand Yoho・Phase 2・Tower 5,Middle Floor・FLAT F・3 Rooms,Yuen Long Station,"20,000",632ft²,N/A,https://hk.centanet.com/findproperty/en/detail/Grand-Yoho-Phase-2-Tower-5_CVX813?theme=rent
PO HING COURT,Middle Floor・FLAT A・Studio,Sheung Wan,"18,000",301ft²,392ft²,https://hk.centanet.com/findproperty/en/detail/PO-HING-COURT_LCI746?theme=rent
HOP YICK CENTRE,2 Rooms,Yuen Long Town Centre,"10,000",346ft²,420ft²,https://hk.centanet.com/findproperty/en/detail/HOP-YICK-CENTRE_CQJ396?theme=rent
THE ZENITH・PHASE 1・TOWER 2,3 Rooms・(1 Suite),Wan Chai,"33,000",650ft²,879ft²,https://hk.centanet.com/findproperty/en/detail/THE-ZENITH-PHASE-1-TOWER-2_TDU024?theme=rent
NAM TIN BUILDING,High Floor・FLAT C・2 Rooms,North Point,"25,000",510ft²,N/A,https://hk.centanet.com/findproperty/en/detail/NAM-TIN-BUILDING_DPI882?theme=rent
THE HEMISPHERES,1 Room,Tin Hau,"20,000",283ft²,N/A,https://hk.centanet.com/findproperty/en/detail/THE-HEMISPHERES_DNK448?theme=rent
GRAND TOWER・BLOCK B,High Floor・FLAT B・2 Rooms,Fanling,"10,000",293ft²,472ft²,https://hk.centanet.com/findproperty/en/detail/GRAND-TOWER-BLOCK-B_EOG380?theme=rent
Park Signature・TOWER 1,High Floor・FLAT A・3 Rooms・(1 Suite),Shap Pat Heung,"24,000",954ft²,N/A,https://hk.centanet.com/findproperty/en/detail/Park-Signature-TOWER-1_CVQ190?theme=rent
MOUNT REGENCY・Phase 1・TOWER 1B,Middle Floor・FLAT E・2 Rooms,Tuen Mun San Hui,"13,800",435ft²,N/A,https://hk.centanet.com/findproperty/en/detail/MOUNT-REGENCY-Phase-1-TOWER-1B_CZD834?theme=rent
GREEN CODE・TOWER 1,2 Rooms,Fanling,"14,000",468ft²,630ft²,https://hk.centanet.com/findproperty/en/detail/GREEN-CODE-TOWER-1_EUB831?theme=rent
Sheung Shui Centre・Block 5,Low Floor・FLAT B・2 Rooms,Sheung Shui,"12,000",350ft²,455ft²,https://hk.centanet.com/findproperty/en/detail/Sheung-Shui-Centre-Block-5_EOM587?theme=rent
Tsui Fung Building,High Floor・FLAT C・2 Rooms,Wong Tai Sin,"12,000",318ft²,N/A,https://hk.centanet.com/findproperty/en/detail/Tsui-Fung-Building_SKO582?theme=rent
PARK YOHO,Studio,Kam Tin,"10,000",254ft²,N/A,https://hk.centanet.com/findproperty/en/detail/PARK-YOHO_GAA625?theme=rent
LAGUNA VERDE・Phase 3 Costa Del Sol・TOWER 15A,Middle Floor・FLAT C・3 Rooms,Laguna,"43,000","1,104ft²",N/A,https://hk.centanet.com/findproperty/en/detail/LAGUNA-VERDE-Phase-3-Costa-Del-Sol-TOWER-15A_SGT893?theme=rent
KAM WAH GARDEN,High Floor・FLAT 1・2 Rooms,Tuen Mun Town Centre,"12,800",353ft²,483ft²,https://hk.centanet.com/findproperty/en/detail/KAM-WAH-GARDEN_CIR154?theme=rent
LOHAS PARK・PHASE 6 LP6・TOWER 3,High Floor・FLAT G・1 Room,Lohas Park,"16,000",378ft²,N/A,https://hk.centanet.com/findproperty/en/detail/LOHAS-PARK-PHASE-6-LP6-TOWER-3_UHH483?theme=rent
YUEN SAN BUILDING (YUEN SUN MA,1 Room,Yuen Long Town Centre,"10,000",300ft²,N/A,https://hk.centanet.com/findproperty/en/detail/YUEN-SAN-BUILDING-(YUEN-SUN-MA_CQI242?theme=rent
AEGEAN COAST・TOWER 6,Low Floor・FLAT G・2 Rooms,So Kwun Wat,"13,600",490ft²,653ft²,https://hk.centanet.com/findproperty/en/detail/AEGEAN-COAST-TOWER-6_CCA072?theme=rent
RIVA・ENNA BOULEVARD TOWER 5,Middle Floor・FLAT B・3 Rooms・(1 Suite),Kam Tin,"18,800",649ft²,835ft²,https://hk.centanet.com/findproperty/en/detail/RIVA-ENNA-BOULEVARD-TOWER-5_CVE829?theme=rent
Belle House,High Floor・FLAT 4・2 Rooms,Tin Hau,"28,000",531ft²,582ft²,https://hk.centanet.com/findproperty/en/detail/Belle-House_DMQ668?theme=rent
TWIN REGENCY・TOWER 2,FLAT H・1 Room,Long Ping,"12,500",385ft²,N/A,https://hk.centanet.com/findproperty/en/detail/TWIN-REGENCY-TOWER-2_CVU291?theme=rent
The Reach・Tower 5,Low Floor・FLAT K・2 Rooms,Yuen Long Southeast,"11,000",414ft²,565ft²,https://hk.centanet.com/findproperty/en/detail/The-Reach-Tower-5_CVB604?theme=rent
THE PASEO,Low Floor・FLAT A・Studio,Jordan,"13,500",220ft²,N/A,https://hk.centanet.com/findproperty/en/detail/THE-PASEO_UFA553?theme=rent
CELESTIAL HEIGHTS・PHASE 1・28 CELESTIAL AVENUE,Middle Floor・NO. 28・3 Rooms,Ho Man Tin,"52,000","1,259ft²","1,643ft²",https://hk.centanet.com/findproperty/en/detail/CELESTIAL-HEIGHTS-PHASE-1-28-CELESTIAL-AVENUE_MMG180?theme=rent
Grandview Garden・Tower 2,Low Floor・FLAT B・Studio,Sheung Wan,"24,000",395ft²,576ft²,https://hk.centanet.com/findproperty/en/detail/Grandview-Garden-Tower-2_LAT652?theme=rent
Dawning Views・Block 8,Middle Floor・FLAT F・2 Rooms,Fanling,"13,000",428ft²,587ft²,https://hk.centanet.com/findproperty/en/detail/Dawning-Views-Block-8_EOB432?theme=rent
AVON PARK・BLOCK 2,High Floor・FLAT G・2 Rooms,Fanling,"12,000",400ft²,518ft²,https://hk.centanet.com/findproperty/en/detail/AVON-PARK-BLOCK-2_ENT439?theme=rent
TAI ON TERRACE,Studio,Sheung Wan,"26,000",380ft²,N/A,https://hk.centanet.com/findproperty/en/detail/TAI-ON-TERRACE_LCN992?theme=rent
YOHO TOWN・Phase 1・BLOCK 2,Middle Floor・FLAT G・2 Rooms,Yuen Long Station,"13,500",393ft²,525ft²,https://hk.centanet.com/findproperty/en/detail/YOHO-TOWN-Phase-1-BLOCK-2_CPJ216?theme=rent
Miami Beach Towers・Tower 3,Low Floor・FLAT C・2 Rooms,Tuen Mun Ferry Pier,"12,000",473ft²,622ft²,https://hk.centanet.com/findproperty/en/detail/Miami-Beach-Towers-Tower-3_CGI194?theme=rent
Fat Cheong Building,Middle Floor・FLAT D (NO. 67),Tin Hau,"18,000",437ft²,500ft²,https://hk.centanet.com/findproperty/en/detail/Fat-Cheong-Building_DNA810?theme=rent
Fanling Town Center・Canary Court (Block 3),Low Floor・FLAT C・2 Rooms,Fanling,"13,000",376ft²,502ft²,https://hk.centanet.com/findproperty/en/detail/Fanling-Town-Center-Canary-Court-(Block-3)_EOM219?theme=rent
Goodview Garden・TOWER 2,2 Rooms,Tuen Mun South,"12,000",397ft²,567ft²,https://hk.centanet.com/findproperty/en/detail/Goodview-Garden-TOWER-2_CEA671?theme=rent
GRAND YOHO・Phase 1・TOWER 2,2 Rooms,Yuen Long Station,"18,000",520ft²,N/A,https://hk.centanet.com/findproperty/en/detail/GRAND-YOHO-Phase-1-TOWER-2_CVW872?theme=rent
The Reach・Tower 1,High Floor・FLAT G・2 Rooms,Yuen Long Southeast,"12,500",424ft²,574ft²,https://hk.centanet.com/findproperty/en/detail/The-Reach-Tower-1_CVC360?theme=rent
KINGSWOOD VILLAS,Middle Floor・FLAT C・3 Rooms,Tin Shui Wai,"12,500",546ft²,709ft²,https://hk.centanet.com/findproperty/en/detail/KINGSWOOD-VILLAS_CJJ551?theme=rent
Wing Fu Mansion,High Floor・FLAT H・2 Rooms,Yuen Long Town Centre,"10,800",323ft²,401ft²,https://hk.centanet.com/findproperty/en/detail/Wing-Fu-Mansion_COE351?theme=rent
WETLAND SEASONS PARK・Phase 1・TOWER 20,High Floor・FLAT A2・3 Rooms,Tin Shui Wai,"16,500",540ft²,N/A,https://hk.centanet.com/findproperty/en/detail/WETLAND-SEASONS-PARK-Phase-1-TOWER-20_CXM144?theme=rent
Novum East,High Floor・FLAT A・Studio,Quarry Bay,"16,500",234ft²,N/A,https://hk.centanet.com/findproperty/en/detail/Novum-East_DFS603?theme=rent
PARK YOHO・Phase 2C Park Yoho Milano・TOWER 35B,Middle Floor・FLAT A・3 Rooms・(1 Suite),Kam Tin,"22,000",839ft²,N/A,https://hk.centanet.com/findproperty/en/detail/PARK-YOHO-Phase-2C-Park-Yoho-Milano-TOWER-35B_GAA866?theme=rent
Sun Yuen Long Centre・Block 4,Middle Floor・FLAT E・2 Rooms,Yuen Long Station,"18,000",639ft²,783ft²,https://hk.centanet.com/findproperty/en/detail/Sun-Yuen-Long-Centre-Block-4_COP061?theme=rent
CITY GARDEN・Phase 2・BLOCK 10,High Floor・FLAT A・3 Rooms・(1 Suite),North Point,"40,000","1,032ft²","1,168ft²",https://hk.centanet.com/findproperty/en/detail/CITY-GARDEN-Phase-2-BLOCK-10_DOW561?theme=rent
